# Exported using VGG Image Annotator (http://www.robots.ox.ac.uk/~vgg/software/via)
# CSV_HEADER = metadata_id,file_list,temporal_segment_start,temporal_segment_end,metadata
"509_i1fg7RFE","[""VID_20231104_123118.mp4""]",0.54,1.94,"{""TEMPORAL-SEGMENTS"":""5""}"
"509_FIxZ2JHw","[""VID_20231104_123118.mp4""]",1.94,2.232,"{""TEMPORAL-SEGMENTS"":""1""}"
"510_mBsZS54b","[""VID_20231104_123125.mp4""]",0,0.48,"{""TEMPORAL-SEGMENTS"":""1""}"
"510_7Rd9hyaK","[""VID_20231104_123125.mp4""]",0.48,2.62,"{""TEMPORAL-SEGMENTS"":""5""}"
"511_78FE1YwI","[""VID_20231104_123132.mp4""]",0,0.74,"{""TEMPORAL-SEGMENTS"":""1""}"
"511_ed6gOp1C","[""VID_20231104_123132.mp4""]",0.74,2.72,"{""TEMPORAL-SEGMENTS"":""5""}"
"512_Isaf4mgr","[""VID_20231104_123151.mp4""]",0,1.58,"{""TEMPORAL-SEGMENTS"":""5""}"
"512_qD6ra02F","[""VID_20231104_123151.mp4""]",1.58,2.027,"{""TEMPORAL-SEGMENTS"":""1""}"
"513_9jR6dUwF","[""VID_20231104_123158.mp4""]",0,0.24,"{""TEMPORAL-SEGMENTS"":""1""}"
"513_xrX3AUMd","[""VID_20231104_123158.mp4""]",0.24,1.96,"{""TEMPORAL-SEGMENTS"":""5""}"
"514_vg7ju9fn","[""VID_20231104_123204.mp4""]",0,0.48,"{""TEMPORAL-SEGMENTS"":""1""}"
"514_GGDs0035","[""VID_20231104_123204.mp4""]",0.48,1.68,"{""TEMPORAL-SEGMENTS"":""5""}"
"514_0OvJYDvX","[""VID_20231104_123204.mp4""]",1.68,2.387,"{""TEMPORAL-SEGMENTS"":""1""}"
"515_vQ0NUHxX","[""VID_20231104_123210.mp4""]",0,1.34,"{""TEMPORAL-SEGMENTS"":""5""}"
"515_dWIUXLmH","[""VID_20231104_123210.mp4""]",1.34,1.92,"{""TEMPORAL-SEGMENTS"":""1""}"
"516_CdXdthHj","[""VID_20231104_123217.mp4""]",0,0.46,"{""TEMPORAL-SEGMENTS"":""1""}"
"516_YXFA24YF","[""VID_20231104_123217.mp4""]",0.46,2,"{""TEMPORAL-SEGMENTS"":""5""}"
"517_UGgEo3O7","[""VID_20231104_123222.mp4""]",0,0.24,"{""TEMPORAL-SEGMENTS"":""1""}"
"517_ptzV4eP1","[""VID_20231104_123222.mp4""]",0.24,1.44,"{""TEMPORAL-SEGMENTS"":""5""}"
"517_jAqQPEzS","[""VID_20231104_123222.mp4""]",1.44,1.776,"{""TEMPORAL-SEGMENTS"":""1""}"
"518_MdJuN3qK","[""VID_20231104_123227.mp4""]",0,0.24,"{""TEMPORAL-SEGMENTS"":""1""}"
"518_5aEfIy4Z","[""VID_20231104_123227.mp4""]",0.24,1.56,"{""TEMPORAL-SEGMENTS"":""5""}"
"518_iJ0qZFA1","[""VID_20231104_123227.mp4""]",1.56,2.013,"{""TEMPORAL-SEGMENTS"":""1""}"
"519_2Zxvl4yv","[""VID_20231104_123231.mp4""]",0,1.36,"{""TEMPORAL-SEGMENTS"":""5""}"
"519_O9rdIkjg","[""VID_20231104_123231.mp4""]",1.36,2.005,"{""TEMPORAL-SEGMENTS"":""1""}"
"520_PqdUmzl5","[""VID_20231104_123249.mp4""]",0,0.68,"{""TEMPORAL-SEGMENTS"":""1""}"
"520_nPpScJYX","[""VID_20231104_123249.mp4""]",0.68,2.24,"{""TEMPORAL-SEGMENTS"":""5""}"
"521_dAwqydQN","[""VID_20231104_123254.mp4""]",0,1.28,"{""TEMPORAL-SEGMENTS"":""5""}"
"521_5L6Tu0Xy","[""VID_20231104_123254.mp4""]",1.28,4.26,"{""TEMPORAL-SEGMENTS"":""1""}"
"521_fl5UQ96W","[""VID_20231104_123254.mp4""]",4.26,5.76,"{""TEMPORAL-SEGMENTS"":""5""}"
"522_mpeX88X8","[""VID_20231104_123302.mp4""]",0,0.94,"{""TEMPORAL-SEGMENTS"":""1""}"
"522_jX5VKFR4","[""VID_20231104_123302.mp4""]",0.94,2.38,"{""TEMPORAL-SEGMENTS"":""5""}"
"522_rUTg0fJT","[""VID_20231104_123302.mp4""]",2.38,2.801,"{""TEMPORAL-SEGMENTS"":""1""}"
"523_dn9WskEr","[""VID_20231104_123310.mp4""]",0,1.74,"{""TEMPORAL-SEGMENTS"":""5""}"
"524_S7XKZBce","[""VID_20231104_123316.mp4""]",0,1.1,"{""TEMPORAL-SEGMENTS"":""1""}"
"524_9525I0MY","[""VID_20231104_123316.mp4""]",1.1,2.78,"{""TEMPORAL-SEGMENTS"":""5""}"
"525_gXMdAmIw","[""VID_20231104_123322.mp4""]",0,1.22,"{""TEMPORAL-SEGMENTS"":""1""}"
"525_pujSMR9Z","[""VID_20231104_123322.mp4""]",1.22,2.78,"{""TEMPORAL-SEGMENTS"":""5""}"
"525_mGWXaxUm","[""VID_20231104_123322.mp4""]",2.78,3.2,"{""TEMPORAL-SEGMENTS"":""1""}"
"526_GW72mBuK","[""VID_20231104_123329.mp4""]",0,1.64,"{""TEMPORAL-SEGMENTS"":""5""}"
"526_VgwvsEnb","[""VID_20231104_123329.mp4""]",1.64,1.888,"{""TEMPORAL-SEGMENTS"":""1""}"
"527_0wdsIQr6","[""VID_20231104_123334.mp4""]",0,0.22,"{""TEMPORAL-SEGMENTS"":""1""}"
"527_jGzjvJcW","[""VID_20231104_123334.mp4""]",0.22,1.7,"{""TEMPORAL-SEGMENTS"":""5""}"
"527_1T6RAWjX","[""VID_20231104_123334.mp4""]",1.7,2.475,"{""TEMPORAL-SEGMENTS"":""1""}"
"528_Ghw0a5Q8","[""VID_20231104_123347.mp4""]",0.18,1.42,"{""TEMPORAL-SEGMENTS"":""5""}"
"528_YQ5fdEZA","[""VID_20231104_123347.mp4""]",1.42,2.197,"{""TEMPORAL-SEGMENTS"":""1""}"
"529_FUrrO5Oi","[""VID_20231104_123352.mp4""]",0,1.04,"{""TEMPORAL-SEGMENTS"":""5""}"
"529_vXPv5eli","[""VID_20231104_123352.mp4""]",1.04,1.684,"{""TEMPORAL-SEGMENTS"":""1""}"
"531_Jduhxx3k","[""VID_20231104_123358.mp4""]",0,0.2,"{""TEMPORAL-SEGMENTS"":""1""}"
"531_2WeLPgpm","[""VID_20231104_123358.mp4""]",0.2,1.32,"{""TEMPORAL-SEGMENTS"":""5""}"
"531_9w4zBtTY","[""VID_20231104_123358.mp4""]",1.32,2.047,"{""TEMPORAL-SEGMENTS"":""1""}"
"532_8p5k3fOt","[""VID_20231104_123402.mp4""]",0,1.32,"{""TEMPORAL-SEGMENTS"":""5""}"
"533_NyXsZYLH","[""VID_20231104_123405.mp4""]",0,1.42,"{""TEMPORAL-SEGMENTS"":""5""}"
"533_cvtZXf5U","[""VID_20231104_123405.mp4""]",1.42,1.725,"{""TEMPORAL-SEGMENTS"":""1""}"
"534_FVfhAMyQ","[""VID_20231104_123409.mp4""]",0,1.38,"{""TEMPORAL-SEGMENTS"":""5""}"
"534_yDCCSG2K","[""VID_20231104_123409.mp4""]",1.38,1.647,"{""TEMPORAL-SEGMENTS"":""1""}"
"535_lgBuqhtm","[""VID_20231104_123413.mp4""]",0,1.28,"{""TEMPORAL-SEGMENTS"":""5""}"
"535_7qIBv2wH","[""VID_20231104_123413.mp4""]",1.28,2.007,"{""TEMPORAL-SEGMENTS"":""1""}"
"536_XxL8KP7n","[""VID_20231104_123427.mp4""]",0,0.3,"{""TEMPORAL-SEGMENTS"":""1""}"
"536_8XOTMrLx","[""VID_20231104_123427.mp4""]",0.3,1.7,"{""TEMPORAL-SEGMENTS"":""5""}"
"537_fHX4dhIg","[""VID_20231104_123432.mp4""]",0,0.28,"{""TEMPORAL-SEGMENTS"":""1""}"
"537_OffXmX3U","[""VID_20231104_123432.mp4""]",0.28,1.7,"{""TEMPORAL-SEGMENTS"":""5""}"
"537_1TqNtLjE","[""VID_20231104_123432.mp4""]",1.7,2.288,"{""TEMPORAL-SEGMENTS"":""1""}"
"538_fM8kWGBu","[""VID_20231104_123436.mp4""]",0.18,1.66,"{""TEMPORAL-SEGMENTS"":""5""}"
"538_RUq6uKtg","[""VID_20231104_123436.mp4""]",1.66,2.065,"{""TEMPORAL-SEGMENTS"":""8""}"
"539_56WHJwBI","[""VID_20231104_123440.mp4""]",0,1.52,"{""TEMPORAL-SEGMENTS"":""5""}"
"539_7ggO6rgV","[""VID_20231104_123440.mp4""]",1.52,2.158,"{""TEMPORAL-SEGMENTS"":""1""}"
"540_3VWYHeK1","[""VID_20231104_123444.mp4""]",0,1.48,"{""TEMPORAL-SEGMENTS"":""5""}"
"540_h2DdpqqX","[""VID_20231104_123444.mp4""]",1.48,2.108,"{""TEMPORAL-SEGMENTS"":""8""}"
"541_xg7X1ScV","[""VID_20231104_123447.mp4""]",0,1.4,"{""TEMPORAL-SEGMENTS"":""5""}"
"541_yzPtBvu8","[""VID_20231104_123447.mp4""]",1.4,1.675,"{""TEMPORAL-SEGMENTS"":""8""}"
"542_3XBgCl5A","[""VID_20231104_123451.mp4""]",0,1.48,"{""TEMPORAL-SEGMENTS"":""5""}"
"542_XV8gf3nS","[""VID_20231104_123451.mp4""]",1.48,1.799,"{""TEMPORAL-SEGMENTS"":""8""}"
"543_S0dV9bNC","[""VID_20231104_123454.mp4""]",0,1.84,"{""TEMPORAL-SEGMENTS"":""5""}"
"544_fgcMpmvX","[""VID_20231104_123540.mp4""]",0,1.6,"{""TEMPORAL-SEGMENTS"":""5""}"
"545_DpY95ySU","[""VID_20231104_123544.mp4""]",0,0.38,"{""TEMPORAL-SEGMENTS"":""1""}"
"545_v0xPG1S6","[""VID_20231104_123544.mp4""]",0.38,1.9,"{""TEMPORAL-SEGMENTS"":""5""}"
"545_PeclAuoA","[""VID_20231104_123544.mp4""]",1.9,2.378,"{""TEMPORAL-SEGMENTS"":""1""}"
"546_BEatzDPI","[""VID_20231104_123548.mp4""]",0,1.68,"{""TEMPORAL-SEGMENTS"":""5""}"
"547_0zf9SFX6","[""VID_20231104_123552.mp4""]",0,0.22,"{""TEMPORAL-SEGMENTS"":""1""}"
"547_3XsoXIQv","[""VID_20231104_123552.mp4""]",0.22,1.86,"{""TEMPORAL-SEGMENTS"":""5""}"
"548_ULX9zq3P","[""VID_20231104_123556.mp4""]",0,1.78,"{""TEMPORAL-SEGMENTS"":""5""}"
"549_1EMXbV7E","[""VID_20231104_123601.mp4""]",0,1.98,"{""TEMPORAL-SEGMENTS"":""5""}"
"550_VDgpqiOx","[""VID_20231104_123605.mp4""]",0,1.7,"{""TEMPORAL-SEGMENTS"":""5""}"
"551_NKJsrUi9","[""VID_20231104_123609.mp4""]",0,1.82,"{""TEMPORAL-SEGMENTS"":""5""}"
"552_LsNlA8dX","[""VID_20231104_123613.mp4""]",0,1.52,"{""TEMPORAL-SEGMENTS"":""5""}"
"553_XnHlalTa","[""VID_20231111_104216.mp4""]",0,0.38,"{""TEMPORAL-SEGMENTS"":""1""}"
"553_9htJ9YWh","[""VID_20231111_104216.mp4""]",0.38,2.5,"{""TEMPORAL-SEGMENTS"":""5""}"
"554_px0KgkN9","[""VID_20231111_104236.mp4""]",0,0.2,"{""TEMPORAL-SEGMENTS"":""1""}"
"554_h5jHW7vr","[""VID_20231111_104236.mp4""]",0.2,2.02,"{""TEMPORAL-SEGMENTS"":""5""}"
"555_N2OuWFsD","[""VID_20231111_104245.mp4""]",0,1.5,"{""TEMPORAL-SEGMENTS"":""5""}"
"555_lVpjgKoY","[""VID_20231111_104245.mp4""]",1.5,1.792,"{""TEMPORAL-SEGMENTS"":""1""}"
"557_Hhl5enWN","[""VID_20231111_104303.mp4""]",0,1.48,"{""TEMPORAL-SEGMENTS"":""5""}"
"558_XKOxhX5g","[""VID_20231111_104309.mp4""]",0,1.28,"{""TEMPORAL-SEGMENTS"":""5""}"
"559_607QQRSZ","[""VID_20231111_104316.mp4""]",0,1.44,"{""TEMPORAL-SEGMENTS"":""5""}"
"560_Gi7jHP3V","[""VID_20231111_104322.mp4""]",0,1.18,"{""TEMPORAL-SEGMENTS"":""5""}"
"560_nRrhBeRr","[""VID_20231111_104322.mp4""]",1.18,1.502,"{""TEMPORAL-SEGMENTS"":""1""}"
"562_wTuBcuoF","[""VID_20231111_104334.mp4""]",0,1.36,"{""TEMPORAL-SEGMENTS"":""5""}"
"562_E93fCEhJ","[""VID_20231111_104334.mp4""]",1.36,1.685,"{""TEMPORAL-SEGMENTS"":""1""}"
"563_Jw7BIRr4","[""VID_20231111_104354.mp4""]",0,1.82,"{""TEMPORAL-SEGMENTS"":""5""}"
"564_z52CAbHy","[""VID_20231111_104400.mp4""]",0,1.3,"{""TEMPORAL-SEGMENTS"":""5""}"
"566_ogmwwVUr","[""VID_20231111_110238.mp4""]",0,1.2,"{""TEMPORAL-SEGMENTS"":""5""}"
"568_feytGD3k","[""VID_20231111_110253.mp4""]",0,1.7,"{""TEMPORAL-SEGMENTS"":""5""}"
"569_ffDXRLDe","[""VID_20231111_110258.mp4""]",0,1.64,"{""TEMPORAL-SEGMENTS"":""5""}"
"571_FUYaXTqM","[""VID_20231111_110312.mp4""]",0,1.3,"{""TEMPORAL-SEGMENTS"":""5""}"
"572_2pvkZhom","[""VID_20231111_110318.mp4""]",0,1.7,"{""TEMPORAL-SEGMENTS"":""5""}"
"573_2l43PEIJ","[""VID_20231111_111036.mp4""]",0,2.66,"{""TEMPORAL-SEGMENTS"":""1""}"
"573_8YnQmZRq","[""VID_20231111_111036.mp4""]",2.66,3.88,"{""TEMPORAL-SEGMENTS"":""5""}"
"574_ACAnUXTW","[""VID_20231111_111115.mp4""]",0,0.28,"{""TEMPORAL-SEGMENTS"":""1""}"
"574_pjS91XcI","[""VID_20231111_111115.mp4""]",0.28,1.94,"{""TEMPORAL-SEGMENTS"":""5""}"
"576_UEwRuRdH","[""VID_20231111_111154.mp4""]",0,1.42,"{""TEMPORAL-SEGMENTS"":""5""}"
"578_qphP5Lis","[""VID_20231111_111214.mp4""]",0,0.929,"{""TEMPORAL-SEGMENTS"":""5""}"
"579_urXCqbIO","[""VID_20231111_111218.mp4""]",0,1.08,"{""TEMPORAL-SEGMENTS"":""5""}"
"581_bcO44sPZ","[""VID_20231111_111228.mp4""]",0,1.14,"{""TEMPORAL-SEGMENTS"":""5""}"
"582_69sWpl5y","[""VID_20231111_111236.mp4""]",0,1.02,"{""TEMPORAL-SEGMENTS"":""5""}"
"583_eI2vPmkS","[""VID_20231111_111240.mp4""]",0,0.932,"{""TEMPORAL-SEGMENTS"":""5""}"
"584_NcxQZNZg","[""VID_20231111_111244.mp4""]",0,0.815,"{""TEMPORAL-SEGMENTS"":""5""}"
"40_9V4vj7mJ","[""VID_20231118_124753.mp4""]",0.24,1.46,"{""TEMPORAL-SEGMENTS"":""0""}"
"40_S0fEqWoM","[""VID_20231118_124753.mp4""]",1.48,2.4,"{""TEMPORAL-SEGMENTS"":""1""}"
"77_auPRHdyG","[""VID_20231206_193232.mp4""]",0.5,1.98,"{""TEMPORAL-SEGMENTS"":""0""}"
"99_pbpKYtQY","[""VID_20231111_105438.mp4""]",1.3,1.702,"{""TEMPORAL-SEGMENTS"":""1""}"
"179_Kbif70s8","[""VID_20231130_205201.mp4""]",0.98,1.341,"{""TEMPORAL-SEGMENTS"":""1""}"
"210_mTllO6Ex","[""VID_20231206_193341.mp4""]",0.478,1.598,"{""TEMPORAL-SEGMENTS"":""4""}"
"585_Lmj3B9Nw","[""VID_20231118_124349.mp4""]",0.078,1.398,"{""TEMPORAL-SEGMENTS"":""3""}"
